source,code,name,brand,normalized_name,unit,packing,size,capacity,price,price_after_promotion,promotion,url,note,crawl_date,product_key
kingfoodmart,tiger-bia-crystal-cool-pack-4-6-lon-250ml-65558,Thùng bia Crystal Cool Pack 4.6% Tiger lon 250ml (24 Lon),Tiger,thung bia crystal cool pack 4 6 tiger lon 250ml 24 lon,Thùng,24,,250ml,290000,290000,,https://kingfoodmart.com/bia-co-con/tiger-bia-crystal-cool-pack-4-6-lon-250ml-65558,"Tặng voucher giảm 25K cho đơn rau, thịt cá, trái cây & đồ đông lạnh kế tiếp khi mua 1 thùng bia – Ưu đãi chỉ có online!",2025-11-23,TIGER_250ML_24
kingfoodmart,bia-blonde-ale-6-abbaye-chai-330ml-1-chai,Bia Blonde Ale 6% Abbaye chai 330ml (1 Chai),Abbaye,bia blonde ale 6 abbaye chai 330ml 1 chai,Lon,1,,330ml,109000,109000,,https://kingfoodmart.com/bia-co-con/bia-blonde-ale-6-abbaye-chai-330ml-1-chai,,2025-11-23,ABBAYE_330ML_1
kingfoodmart,bia-dark-6-9-st-sebastiaan-chai-500ml-3,Bia Dark 6.9% St. Sebastiaan chai 500ml (1 Chai),St. Sebastiaan,bia dark 6 9 st sebastiaan chai 500ml 1 chai,Chai,1,,500ml,297000,297000,,https://kingfoodmart.com/bia-co-con/bia-dark-6-9-st-sebastiaan-chai-500ml-3,,2025-11-23,ST.SEBASTIAAN_500ML_1
kingfoodmart,bia-5-lon-budweiser-lon-250ml-1-lon-65906,Bia 5% lon Budweiser lon 250ml (1 Lon),Budweiser,bia 5 lon budweiser lon 250ml 1 lon,Lon,1,,250ml,18000,18000,,https://kingfoodmart.com/bia-co-con/bia-5-lon-budweiser-lon-250ml-1-lon-65906,Giá giảm chỉ còn 14000đ/ sản phẩm khi mua 3 sản phẩm cùng loại,2025-11-23,BUDWEISER_250ML_1
kingfoodmart,bia-grand-cru-7-6-st-sebastiaan-chai-500ml,Bia Grand Cru 7.6% St. Sebastiaan chai 500ml (1 Chai),St. Sebastiaan,bia grand cru 7 6 st sebastiaan chai 500ml 1 chai,Chai,1,,500ml,286000,286000,,https://kingfoodmart.com/bia-co-con/bia-grand-cru-7-6-st-sebastiaan-chai-500ml,,2025-11-23,ST.SEBASTIAAN_500ML_1
kingfoodmart,thung-bia-4-9-tuborg-330ml-24-lon,Thùng bia 4.9% Tuborg 330ml (24 Lon),Tuborg,thung bia 4 9 tuborg 330ml 24 lon,Thùng,24,,330ml,337000,337000,,https://kingfoodmart.com/bia-co-con/thung-bia-4-9-tuborg-330ml-24-lon,,2025-11-23,TUBORG_330ML_24
kingfoodmart,loc-bia-wheat-5-4-san-miguel-490ml-4-lon,Lốc bia Wheat 5.4% San Miguel 490ml (4 Lon),San Miguel,loc bia wheat 5 4 san miguel 490ml 4 lon,Lon,4,,490ml,168000,168000,,https://kingfoodmart.com/bia-co-con/loc-bia-wheat-5-4-san-miguel-490ml-4-lon,,2025-11-23,SANMIGUEL_490ML_4
kingfoodmart,loc-bia-chill-4-6-saigon-330ml-6-lon,Lốc bia Chill 4.6% Saigon 330ml (6 Lon),Chill,loc bia chill 4 6 saigon 330ml 6 lon,Lon,6,,330ml,103000,103000,,https://kingfoodmart.com/bia-co-con/loc-bia-chill-4-6-saigon-330ml-6-lon,,2025-11-23,CHILL_330ML_6
kingfoodmart,thung-bia-tiger-soju-wonder-melon-vi-dua-luoi-330ml-20-lon,Thùng bia Tiger Soju Wonder Melon vị dưa lưới 330ml (20 Lon),Tiger,thung bia tiger soju wonder melon vi dua luoi 330ml 20 lon,Thùng,20,,330ml,393000,393000,,https://kingfoodmart.com/bia-co-con/thung-bia-tiger-soju-wonder-melon-vi-dua-luoi-330ml-20-lon,,2025-11-23,TIGER_330ML_20
kingfoodmart,bia-tiger-soju-cheeky-plum-vi-man-330ml-1-lon,Bia Tiger Soju Cheeky Plum vị mận 330ml (1 Lon),Tiger,bia tiger soju cheeky plum vi man 330ml 1 lon,Lon,1,,330ml,23000,23000,,https://kingfoodmart.com/bia-co-con/bia-tiger-soju-cheeky-plum-vi-man-330ml-1-lon,,2025-11-23,TIGER_330ML_1
